Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-009799,3302203.14,2665896.6,5,2665896.600000000000,533179.320000000000,3,1.6666666666666667
CL-002130,3300441.03,3303622.69,10,3303622.690000000000,330362.269000000000,9,3.3333333333333333
CL-002876,3292423.31,3195623.31,7,3195623.310000000000,456517.615714285714,27,2.3333333333333333
CL-020682,3291970.78,2893621.315,25,2893621.315000000000,115744.852600000000,67,8.3333333333333333
CL-042055,3291908.96,2173011.4,6,2173011.400000000000,362168.566666666667,6,2.0000000000000000
CL-018719,3287025.7,3287025.7,6,3287025.700000000000,547837.616666666667,7,2.0000000000000000
CL-022697,3280918.52,3280918.52,3,3280918.520000000000,1093639.506666666667,8,1.00000000000000000000
CL-008872,3279857.45,3279857.45,2,3279857.450000000000,1639928.725000000000,4,0.66666666666666666667
CL-022113,3278449.1,3278449.16,13,3278449.160000000000,252188.396923076923,12,4.3333333333333333
CL-007906,3274752.98,3274752.98,2,3274752.980000000000,1637376.490000000000,5,0.66666666666666666667
CL-019430,3272424,3272424,7,3272424.000000000000,467489.142857142857,4,2.3333333333333333
CL-000245,3269939.17,3098615.17,6,3098615.170000000000,516435.861666666667,7,2.0000000000000000
CL-005373,3269683.2,3269683.2,1,3269683.200000000000,3269683.200000000000,1,0.33333333333333333333
CL-011877,3269421.8,3032536.81,2,3032536.810000000000,1516268.405000000000,6,0.66666666666666666667
CL-005182,3269279.95,3269279.95,2,3269279.950000000000,1634639.975000000000,3,0.66666666666666666667
CL-036832,3269057.88,3166846.60075977,5,3166846.600759770000,633369.320151954000,26,1.6666666666666667
CL-003507,3267219.77,3242847.52,21,3242847.520000000000,154421.310476190476,32,7.0000000000000000
CL-002724,3265200,3265200,1,3265200.000000000000,3265200.000000000000,1,0.33333333333333333333
CL-047697,3261858.95053169,3257629.71,12,3257629.710000000000,271469.142500000000,26,4.0000000000000000
CL-024978,3261073.56,3261073.56,4,3261073.560000000000,815268.390000000000,2,1.3333333333333333
CL-042699,3260058.46,3260058.46,5,3260058.460000000000,652011.692000000000,7,1.6666666666666667
CL-019587,3259825.82,3277265.24,8,3277265.240000000000,409658.155000000000,22,2.6666666666666667
CL-017938,3256231.44,2887466.16465783,7,2887466.164657830000,412495.166379690000,16,2.3333333333333333
CL-048869,3256107.7672,3256107.78,3,3256107.780000000000,1085369.260000000000,6,1.00000000000000000000
CL-030629,3254030.01,3222541.65954433,12,3222541.659544330000,268545.138295360833,26,4.0000000000000000
CL-048056,3251880.2,3251880.2,3,3251880.200000000000,1083960.066666666667,3,1.00000000000000000000
CL-036052,3251840.54,3316265.07,31,3316265.070000000000,106976.292580645161,103,10.3333333333333333
CL-000590,3249054.92,3249054.92,11,3249054.920000000000,295368.629090909091,16,3.6666666666666667
CL-023857,3246654.12,3246653.95,5,3246653.950000000000,649330.790000000000,4,1.6666666666666667
CL-040929,3246595.92,3270621.52,4,3270621.520000000000,817655.380000000000,4,1.3333333333333333
CL-033127,3246131.47,3246131.47,3,3246131.470000000000,1082043.823333333333,7,1.00000000000000000000
CL-009375,3243281.47,3267231.47,26,3267231.470000000000,125662.748846153846,38,8.6666666666666667
CL-011389,3243158.4,3206603.47,5,3206603.470000000000,641320.694000000000,5,1.6666666666666667
CL-056320,3242669.14,2755478.14,9,2755478.140000000000,306164.237777777778,69,3.0000000000000000
CL-023132,3241054.62,3260934.79,6,3260934.790000000000,543489.131666666667,4,2.0000000000000000
CL-010453,3235204.15,3235204.15,4,3235204.150000000000,808801.037500000000,5,1.3333333333333333
CL-020636,3229021.61,3229021.61,9,3229021.610000000000,358780.178888888889,14,3.0000000000000000
CL-042483,3225998.8,3093814.82,7,3093814.820000000000,441973.545714285714,44,2.3333333333333333
CL-039259,3224034.63,3233434.63,3,3233434.630000000000,1077811.543333333333,2,1.00000000000000000000
CL-008806,3220687.94,3183491.24904949,13,3183491.249049490000,244883.942234576154,26,4.3333333333333333
CL-022066,3220494.25,2893244.25,6,2893244.250000000000,482207.375000000000,7,2.0000000000000000
CL-018224,3219042.6,3219042.57,5,3219042.570000000000,643808.514000000000,3,1.6666666666666667
CL-053995,3217696.51,3217696.52,6,3217696.520000000000,536282.753333333333,18,2.0000000000000000
CL-038483,3217573.87,3217573.87,9,3217573.870000000000,357508.207777777778,46,3.0000000000000000
CL-054558,3211200,3211200,1,3211200.000000000000,3211200.000000000000,1,0.33333333333333333333
CL-004165,3203565.45,3266950.91,7,3266950.910000000000,466707.272857142857,14,2.3333333333333333
CL-033331,3202139.344,3260427.34,7,3260427.340000000000,465775.334285714286,9,2.3333333333333333
CL-047156,3200362.4,3200362.4,1,3200362.400000000000,3200362.400000000000,1,0.33333333333333333333
CL-023213,3198927.84,3198927.84,1,3198927.840000000000,3198927.840000000000,3,0.33333333333333333333
CL-044101,3197811.95,3197811.95,4,3197811.950000000000,799452.987500000000,5,1.3333333333333333
CL-048753,3196268.31,3499797.13,19,3499797.130000000000,184199.848947368421,112,6.3333333333333333
CL-047640,3195842.77,3195842.77,7,3195842.770000000000,456548.967142857143,11,2.3333333333333333
CL-026965,3195769.53,3195769.54,2,3195769.540000000000,1597884.770000000000,27,0.66666666666666666667
CL-044735,3195056.72,3195056.72,5,3195056.720000000000,639011.344000000000,4,1.6666666666666667
CL-024265,3194696.66,3194696.66,3,3194696.660000000000,1064898.886666666667,3,1.00000000000000000000
CL-047838,3193886.58,3117553.59883205,23,3117553.598832050000,136814.497775306522,134,7.6666666666666667
CL-062769,3192977.88,3192977.88,3,3192977.880000000000,1064325.960000000000,3,1.00000000000000000000
CL-022043,3192827.04,3205491.04,2,3205491.040000000000,1602745.520000000000,2,0.66666666666666666667
CL-020319,3189570.69,3214008.76,9,3214008.760000000000,357487.528888888889,13,3.0000000000000000
CL-013695,3185930.12,3185930.12,3,3185930.120000000000,1061976.706666666667,4,1.00000000000000000000
CL-060009,3185369,3185369,13,3185369.000000000000,245028.384615384615,2,4.3333333333333333
CL-017565,3183185.13,3086402.60133333,8,3086402.601333330000,385800.325166666250,7,2.6666666666666667
CL-002780,3182099.68,3182099.68,13,3182099.680000000000,244776.898461538462,23,4.3333333333333333
CL-005285,3181344.81,2933411.12412177,10,2933411.124121770000,293341.112412177000,41,3.3333333333333333
CL-007334,3179178.24,3179178.24,4,3179178.240000000000,794794.560000000000,12,1.3333333333333333
CL-042929,3175383.4,3175383.4,1,3175383.400000000000,3175383.400000000000,2,0.33333333333333333333
CL-025613,3164976.08,3119135.36,6,3119135.360000000000,519855.893333333333,16,2.0000000000000000
CL-062660,3164966.99,3164967,10,3164967.000000000000,316496.700000000000,30,3.3333333333333333
CL-058954,3164361.45,3164361.45,2,3164361.450000000000,1582180.725000000000,6,0.66666666666666666667
CL-054011,3163965.846,2890068.86716236,10,2890068.867162360000,289006.886716236000,108,3.3333333333333333
CL-062100,3163559.42,3163559.63,3,3163559.630000000000,1054519.876666666667,14,1.00000000000000000000
CL-062105,3159795.705,3141489.88,8,3141489.880000000000,392686.235000000000,25,2.6666666666666667
CL-045639,3159610.57,3159610.58,3,3159610.580000000000,1053203.526666666667,5,1.00000000000000000000
CL-033713,3157400,3157400,1,3157400.000000000000,3157400.000000000000,1,0.33333333333333333333
CL-047837,3157084.0856,3157084.09,3,3157084.090000000000,1052361.363333333333,9,1.00000000000000000000
CL-067859,3156952.53925,3156952.53,2,3156952.530000000000,1578476.265000000000,18,0.66666666666666666667
CL-024280,3156455.71,3156455.71,3,3156455.710000000000,1052151.903333333333,7,1.00000000000000000000
CL-049156,3156424.8,3156424.8,1,3156424.800000000000,3156424.800000000000,1,0.33333333333333333333
CL-022610,3156301.37,3069579.82866667,3,3069579.828666670000,1023193.276222223333,4,1.00000000000000000000
CL-024330,3154043.52,3154043.52,1,3154043.520000000000,3154043.520000000000,5,0.33333333333333333333
CL-057895,3151979.1,2953134.29589818,6,2953134.295898180000,492832.150000000000,17,2.0000000000000000
CL-055960,3149794.03,3149794.03,2,3149794.030000000000,1574897.015000000000,2,0.66666666666666666667
CL-033955,3146401.68,3172023.53,6,3172023.530000000000,528670.588333333333,9,2.0000000000000000
CL-002183,3145691.28,3145691.28,10,3145691.280000000000,314569.128000000000,10,3.3333333333333333
CL-012362,3143079.02,3107729.52,9,3107729.520000000000,345303.280000000000,14,3.0000000000000000
CL-003480,3142934,3129967,3,3129967.000000000000,1043322.333333333333,6,1.00000000000000000000
CL-057499,3141153.55,3149752.51,16,3149752.510000000000,196859.531875000000,23,5.3333333333333333
CL-056959,3139431.16,3139431.16,19,3139431.160000000000,165233.218947368421,20,6.3333333333333333
CL-035486,3138078.25,3096331.75,5,3096331.750000000000,619266.350000000000,19,1.6666666666666667
CL-030811,3137863.4,3005861.75,45,3005861.750000000000,66796.927777777778,81,15.0000000000000000
CL-022020,3132751.31,2839520.25,9,2839520.250000000000,315502.250000000000,15,3.0000000000000000
CL-035550,3129604.745,3129604.74,2,3129604.740000000000,1564802.370000000000,14,0.66666666666666666667
CL-023462,3127697.54,3127697.54,10,3127697.540000000000,312769.754000000000,3,3.3333333333333333
CL-026040,3125780.19,3125780.2,8,3125780.200000000000,390722.525000000000,17,2.6666666666666667
CL-004823,3124956.65,3119074.27,6,3119074.270000000000,519845.711666666667,9,2.0000000000000000
CL-044458,3121311.91,3119049.96,7,3119049.960000000000,445578.565714285714,46,2.3333333333333333
CL-051591,3120455.56,3120455.56,7,3120455.560000000000,445779.365714285714,12,2.3333333333333333
CL-001170,3119995.26,3119995.32,8,3119995.320000000000,389999.415000000000,13,2.6666666666666667
CL-045860,3119667.83,3119667.83,16,3119667.830000000000,194979.239375000000,8,5.3333333333333333
CL-041644,3118819.74,3118819.75,3,3118819.750000000000,1039606.583333333333,14,1.00000000000000000000
CL-007723,3117919.74,3117919.74,6,3117919.740000000000,519653.290000000000,12,2.0000000000000000
CL-000825,3117390.56,2876430.77,24,2876430.770000000000,119851.282083333333,99,8.0000000000000000
CL-022814,3116245,3116244.99,3,3116244.990000000000,1038748.330000000000,7,1.00000000000000000000
CL-000595,3116122.45,3116122.45,6,3116122.450000000000,519353.741666666667,3,2.0000000000000000
CL-050694,3115948.97,3020602.34,28,3020602.340000000000,107878.655000000000,75,9.3333333333333333
CL-045074,3112772.28,3112772.29,12,3112772.290000000000,259397.690833333333,36,4.0000000000000000
CL-001083,3111097.39,3111097.39,4,3111097.390000000000,777774.347500000000,4,1.3333333333333333
CL-042232,3107185.376,3107185.37,4,3107185.370000000000,776796.342500000000,10,1.3333333333333333
CL-002464,3106415.79,3106415.79,5,3106415.790000000000,621283.158000000000,6,1.6666666666666667
CL-017638,3098750.35,3109253.25,17,3109253.250000000000,182897.250000000000,21,5.6666666666666667
CL-038366,3098257.12,2825977.11,5,2825977.110000000000,565195.422000000000,12,1.6666666666666667
CL-016058,3095992.54,3254510.38285921,14,3254510.382859210000,232465.027347086429,73,4.6666666666666667
CL-028224,3092356.65,2928534.35,29,2928534.350000000000,100983.943103448276,44,9.6666666666666667
CL-019799,3092081.3448,3092081.35,18,3092081.350000000000,171782.297222222222,28,6.0000000000000000
CL-022197,3091431.13,3091431.13,3,3091431.130000000000,1030477.043333333333,4,1.00000000000000000000
CL-043135,3088858.8774,3088858.86,4,3088858.860000000000,772214.715000000000,40,1.3333333333333333
CL-024764,3087819.14,3087819.14,4,3087819.140000000000,771954.785000000000,11,1.3333333333333333
CL-004776,3083457.48,3060443.58,13,3060443.580000000000,235418.736923076923,23,4.3333333333333333
CL-002642,3082757.31,3082757.31,6,3082757.310000000000,513792.885000000000,11,2.0000000000000000
CL-055398,3076968.79,2889702.32476164,8,2889702.324761640000,361212.790595205000,9,2.6666666666666667
CL-018773,3076392.3,2667746.1,8,2667746.100000000000,333468.262500000000,8,2.6666666666666667
CL-063353,3075127.79,3112625.87,6,3112625.870000000000,518770.978333333333,16,2.0000000000000000
CL-003271,3072740.26,3072740.26,12,3072740.260000000000,256061.688333333333,9,4.0000000000000000
CL-016480,3069639.87,3069639.87,3,3069639.870000000000,1023213.290000000000,4,1.00000000000000000000
CL-015538,3067434.59,3067434.59,6,3067434.590000000000,511239.098333333333,4,2.0000000000000000
CL-021530,3066068.82,2345396.6,4,2345396.600000000000,586349.150000000000,13,1.3333333333333333
CL-014185,3066038.28,3029778.46,2,3029778.460000000000,1514889.230000000000,5,0.66666666666666666667
CL-028238,3065790.6,3065790.6,1,3065790.600000000000,3065790.600000000000,2,0.33333333333333333333
CL-039483,3065403.29,3066004.54,12,3066004.540000000000,255873.158333333333,38,4.0000000000000000
CL-023234,3062644.48,3026835.23,31,3026835.230000000000,97639.846129032258,101,10.3333333333333333
CL-015769,3060940.8,3060940.8,1,3060940.800000000000,3060940.800000000000,1,0.33333333333333333333
CL-023450,3060558.68,3060558.68,3,3060558.680000000000,1020186.226666666667,3,1.00000000000000000000
CL-017159,3059440,3059440,2,3059440.000000000000,1529720.000000000000,3,0.66666666666666666667
CL-004288,3057585,1330545,3,1330545.000000000000,443515.000000000000,4,1.00000000000000000000
CL-051932,3057110,3057110,1,3057110.000000000000,3057110.000000000000,1,0.33333333333333333333
CL-007899,3055160.17,2944395.61,5,2944395.610000000000,588879.122000000000,29,1.6666666666666667
CL-024638,3055057.26,2549488.98,8,2549488.980000000000,318686.122500000000,44,2.6666666666666667
CL-010091,3054559.47,3054559.47,5,3054559.470000000000,610911.894000000000,11,1.6666666666666667
CL-000398,3054488.56,3054488.56,4,3054488.560000000000,763622.140000000000,11,1.3333333333333333
CL-027397,3053576.66,2471366.65,8,2471366.650000000000,308920.831250000000,30,2.6666666666666667
CL-001540,3049000.76,3049000.76,4,3049000.760000000000,762250.190000000000,4,1.3333333333333333
CL-009119,3042898.04,3042898.04,2,3042898.040000000000,1521449.020000000000,7,0.66666666666666666667
CL-040180,3041977.61,2953233.01,17,2953233.010000000000,173719.588823529412,33,5.6666666666666667
CL-001224,3041628.32,3041628.32,5,3041628.320000000000,608325.664000000000,3,1.6666666666666667
CL-015284,3038306.08,3038306.09,4,3038306.090000000000,759576.522500000000,12,1.3333333333333333
CL-033373,3036726.19,3043079.15,5,3043079.150000000000,608615.830000000000,4,1.6666666666666667
CL-046227,3036370,3036370,2,3036370.000000000000,1518185.000000000000,3,0.66666666666666666667
CL-049382,3033709.21,3074866.72,30,3074866.720000000000,102495.557333333333,89,10.0000000000000000
CL-052956,3032467.57,2891526.67,6,2891526.670000000000,481921.111666666667,36,2.0000000000000000
CL-003767,3032124.73,3032124.73,3,3032124.730000000000,1010708.243333333333,9,1.00000000000000000000
CL-050706,3030350.12,2872765.56,7,2872765.560000000000,410395.080000000000,45,2.3333333333333333
CL-011392,3023527.11,3023527.11,4,3023527.110000000000,755881.777500000000,4,1.3333333333333333
CL-026039,3023306.28,3023306.28,6,3023306.280000000000,503884.380000000000,13,2.0000000000000000
CL-000541,3021125.88,3021125.88,4,3021125.880000000000,755281.470000000000,3,1.3333333333333333
CL-009544,3020793.39,2635509.39,3,2635509.390000000000,878503.130000000000,6,1.00000000000000000000
CL-051505,3019856.99,3019856.98,5,3019856.980000000000,603971.396000000000,19,1.6666666666666667
CL-023950,3018092.03,2800795.34,9,2800795.340000000000,311199.482222222222,20,3.0000000000000000
CL-005501,3017997.76,3017997.76,5,3017997.760000000000,603599.552000000000,21,1.6666666666666667
CL-060331,3013588.3,2694260.28,4,2694260.280000000000,673565.070000000000,5,1.3333333333333333
CL-002939,3012196.56,3012196.56,6,3012196.560000000000,502032.760000000000,5,2.0000000000000000
CL-021572,3009582.3,3009582.3,4,3009582.300000000000,752395.575000000000,10,1.3333333333333333
CL-022745,3008808.91,2656166.51,3,2656166.510000000000,885388.836666666667,6,1.00000000000000000000
CL-065760,3006430.82045,2952577.1,1,2952577.100000000000,2952577.100000000000,117,0.33333333333333333333
CL-008019,3005167.91,3005167.91,3,3005167.910000000000,1001722.636666666667,2,1.00000000000000000000
CL-008164,3005073.18,2874287.80666667,3,2874287.806666670000,958095.935555556667,5,1.00000000000000000000
CL-017350,3004753.64,2969156.84,15,2969156.840000000000,197943.789333333333,16,5.0000000000000000
CL-026124,3003487.7,3003487.7,3,3003487.700000000000,1001162.566666666667,5,1.00000000000000000000
CL-063384,3002777.89,3002777.88,3,3002777.880000000000,1000925.960000000000,19,1.00000000000000000000
CL-040328,3002573.39,2908551.42,11,2908551.420000000000,264413.765454545455,9,3.6666666666666667
CL-012264,3002093.4,3002093.4,2,3002093.400000000000,1501046.700000000000,3,0.66666666666666666667
CL-020271,2996449.0704,2867834.24,10,2867834.240000000000,286783.424000000000,29,3.3333333333333333
